# id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,X_96,X_97,X_98,X_99,y
10,2,0,2,4,1,2,4,3,5,1,5,5,2,4,1,0.23676952,0.40540048,-1.9286113,-0.97178585,0.69025445,-0.92876141,2.8966625,1.4087912,0.73166428,-0.73704497,-1.2996768,-1.3733457,-0.11983198,-1.7995077000000002,-0.67016869,0.74233094,2.0375683,-0.97178585,-0.17780984,1.0597076,0.61591946,0.77459636,1.8719035,1.4208818,2.1384719,-0.093439759,2.8966625,1.5868349,0.027375949,-0.64900252,0.29249653,-0.059505725,1.8655229,-0.97178585,-0.18879981,5,1,5,3,2,2,3,3,5,1,2,4,2,3,1,1.5868349,-0.96572981,1.5972913,-0.96572981,-1.8026957,-0.64900252,0.78372485,-0.92876141,0.20550481,-0.49015846,-0.54367709,0.70589164,-0.49015846,1.8719035,-1.7995077000000002,-1.8026957,0.36340775,-1.9286113,0.24783576,-0.91273078,1.5868349,2.1384719,-0.51636119,0.45119464,-0.97178585,1.1075334,-1.8026957,0.24978869,2.1384719,1.5986653999999998,-0.48966283,-1.9286113,0.40540048,-0.49015846,-0.18301955,1
11,2,6,5,0,1,4,3,3,3,2,1,4,1,6,1,0.24166205,0.377291,-1.7363464,-0.86625072,-0.7017094,-0.8212869,2.5955462000000002,-1.387398,0.4791276,-0.73093924,-1.1619801,0.61675354,0.5981188000000001,-1.6084353999999998,-0.60285449,1.4417868,1.8291462,-0.86625072,-0.15830473,0.35163167,0.44535063,0.70631115,1.6752778999999998,0.10057012,1.9252991999999998,-0.24007474,2.5955462000000002,1.4295775,0.65483241,-0.58656554,1.2855257,0.89429057,1.6661258,-0.86625072,0.3898738,3,4,5,0,5,1,1,2,3,0,4,4,3,6,4,1.4295775,-0.85965448,0.45987269,-0.85965448,-1.6257013999999999,-0.58656554,0.70603115,-0.8212869,0.41140677,-0.44735975,-0.49953958,0.99453064,-0.44735975,1.6752778999999998,-1.6084353999999998,-1.6257013999999999,-0.17387637,-1.7363464,1.6733063999999997,-0.8259854,1.4295775,1.9252991999999998,-1.9163259999999998,0.41154269,-0.86625072,-1.0228314,-1.6257013999999999,0.86515791,1.9252991999999998,-0.50207232,-0.60615023,-1.7363464,0.377291,-0.44735975,-1.3741836,1
12,0,0,4,1,4,4,1,0,4,1,5,6,0,3,3,1.1326278,-3.1736978,2.149104,-0.83205464,-0.2609744,-2.2577599,-0.49697775,-1.215916,0.88997284,0.15846115,-0.35028514,-1.0533573999999999,0.16487867,-0.57792801,0.6351894,-1.3243546,-1.0992153999999998,-0.83205464,-1.5571525,0.83551665,1.4418853999999999,-2.8395887,0.12918319,0.73562089,-2.385908,-0.90771808,-0.49697775,-1.9751849999999997,-0.60377175,1.2237013,-0.32778011,1.7410352999999998,0.89005869,-0.83205464,-0.74620849,1,0,3,5,1,4,6,5,0,1,3,3,0,3,4,-1.9751849999999997,-1.0918424,0.8641532,-1.0918424,2.6100105,1.2237013,-0.969881,-2.2577599,0.8823431,1.8879229,2.8315992999999997,-0.98246635,1.8879229,0.12918319,-0.57792801,2.6100105,0.072558716,2.149104,0.45721486,1.9562037,-1.9751849999999997,-2.385908,0.17889718,-1.6813517,-0.83205464,0.43638202,2.6100105,1.9827328000000002,-2.385908,0.11757427,1.3050527,2.149104,-3.1736978,1.8879229,-2.0808487,0
13,6,5,2,5,4,2,3,0,4,5,5,6,2,0,4,-0.87680342,-2.4880098,1.6101906000000001,-0.70090277,-0.98289532,-1.8248521,-0.26183992,1.2589558,0.52604584,-0.96629381,-0.33523244,-0.83834004,0.11044028,-0.53754384,0.47139186,0.3510643,-0.77617266,-0.70090277,0.35131108,0.52031726,-0.25565047,-2.2075124,0.18643162,0.21360048,-1.7877326,0.73892072,-0.26183992,-1.4882582,-0.25529765,0.93709835,-0.94279523,-0.72169182,0.78701264,-0.70090277,-0.0347636,3,3,1,5,0,2,1,0,5,4,4,6,3,1,3,-1.4882582,-0.90578592,-0.45627733,-0.90578592,1.97985,0.93709835,-0.73057929,-1.8248521,0.66898338,1.4688021,2.2116166,-0.57093994,1.4688021,0.18643162,-0.53754384,1.97985,-0.19291228,1.6101906000000001,-0.33450279,1.5036677,-1.4882582,-1.7877326,-1.0612978000000002,-1.3074284,-0.70090277,0.64006235,1.97985,-0.61269837,-1.7877326,1.2732208,0.818577,1.6101906000000001,-2.4880098,1.4688021,-0.29309702,0
14,0,1,6,0,5,2,6,2,1,6,1,1,1,2,2,-0.55823621,-0.44092367,0.16120504,-0.20513097,0.16914407,-0.4147565,0.16624854,-0.06931578099999999,-0.53501956,1.7723221000000002,-0.16031873,0.14974096,1.1771855,-0.23587092,0.039328534,-1.5407966,0.0048431897,-0.20513097,-1.1303451,-0.87208553,-0.32262078,-0.36029979,0.17477845,-1.9886002,-0.17918769,0.87167166,0.16624854,-0.16358168,-2.1050311,0.12909191,-0.78314735,1.6336131999999999,0.28802918,-0.20513097,0.25723979,4,4,3,3,2,2,1,1,0,0,3,3,4,3,3,-0.16358168,-0.24347645,-1.5866185,-0.24347645,0.24058579999999996,0.12909191,-0.079947243,-0.4147565,-0.80688186,0.24161094,0.37828277,0.94004572,0.24161094,0.17477845,-0.23587092,0.24058579999999996,0.75667351,0.16120504,0.58116709,0.21672719,-0.16358168,-0.17918769,-0.37231802,-0.21395638,-0.20513097,-0.51690598,0.24058579999999996,1.127243,-0.17918769,0.41399037,0.19492327,0.16120504,-0.44092367,0.24161094,0.81618863,1
15,1,0,2,3,6,6,2,2,5,2,5,1,2,4,3,-0.40280354,1.0049541,-1.2160002,-0.085536888,-1.1600745000000001,0.32088524,1.0745641000000001,-0.57938957,-0.33238209,-0.29081851,-0.32431635,0.89626233,-0.54016671,-0.42345884,-0.39182248,1.1405324,0.96224116,-0.085536888,0.62439542,-0.28462522,0.18527216,1.0324958,0.57043431,0.45067192,1.3491308000000002,-0.74565759,1.0745641000000001,1.0574762,0.9049489,-0.54698636,0.10074112,-0.44851799,0.35890125,-0.085536888,0.97145904,4,4,3,3,3,3,2,1,0,4,2,4,6,0,3,1.0574762,-0.012057308000000001,1.3951427,-0.012057308000000001,-1.3021236999999999,-0.54698636,0.52072433,0.32088524,-1.3642696,-0.67842204,-0.95553995,-0.33472164,-0.67842204,0.57043431,-0.42345884,-1.3021236999999999,-0.007083922800000001,-1.2160002,-0.06482679400000001,-0.83402046,1.0574762,1.3491308000000002,0.32535964,0.60893949,-0.085536888,1.183537,-1.3021236999999999,-0.79760648,1.3491308000000002,-1.1937777,0.21948687,-1.2160002,1.0049541,-0.67842204,-0.0040512211,1
16,1,4,5,4,5,4,6,6,1,4,0,5,6,0,1,-1.5799589,3.4188112999999998,-0.80139391,1.8828808000000001,-1.2947667999999999,3.5459828,-2.0573397,-0.89161875,-0.82110785,0.2900364,1.607646,0.27527316,-0.96813056,2.3368862,-0.14521246,-1.9094395,-0.55201638,1.8828808000000001,-0.84623307,1.5844399,2.3831854,2.6819836,-1.8672783,-0.38546303,0.89212038,0.96407217,-2.0573397,0.90647887,1.1900298999999999,-0.86734057,2.009768,-1.7421141,-2.770022,1.8828808000000001,-1.4185031000000001,5,1,0,1,2,2,3,2,0,1,3,5,4,3,1,0.90647887,2.1875587000000003,1.6215468000000002,2.1875587000000003,-1.4670031000000001,-0.86734057,0.44095953,3.5459828,-0.21673652,-1.8058677,-2.8837622000000005,-0.6965395000000001,-1.8058677,-1.8672783,2.3368862,-1.4670031000000001,-1.9763308000000002,-0.80139391,0.082522444,-1.5006991000000003,0.90647887,0.89212038,1.2530847999999999,1.5948518,1.8828808000000001,1.5025659,-1.4670031000000001,0.35872633,0.89212038,-0.40563333,0.14390621,-0.80139391,3.4188112999999998,-1.8058677,0.86573581,1
17,2,1,6,4,6,6,2,2,3,6,0,2,2,4,2,-0.03471208,-0.43559607,-2.2448248,-1.7695381000000001,0.6315964,-2.178789,4.2820306,-0.48937072,-0.9109608,1.5767178,-2.1123861,0.75215451,1.1938935,-2.9557512999999997,-0.81725437,-0.84694076,2.7621447,-1.7695381000000001,-0.007113249499999999,0.41420197,0.32821919,0.24267845,2.9173061000000002,-1.256183,2.4881102999999998,0.72088014,4.2820306,1.7780223999999998,-1.0295678,-0.5885516,0.89305612,0.032302036,3.1611757999999996,-1.7695381000000001,1.3555156000000002,1,0,3,6,2,2,4,2,0,5,1,3,2,0,4,1.7780223999999998,-1.8468494999999998,0.35627448,-1.8468494999999998,-1.8978253,-0.5885516,0.88003339,-2.178789,-0.20886285,-0.12320881,0.10922591,0.62228119,-0.12320881,2.9173061000000002,-2.9557512999999997,-1.8978253,1.5664686,-2.2448248,1.6875467,-0.74928884,1.7780223999999998,2.4881102999999998,0.15661799,0.13224973,-1.7695381000000001,-1.6174573,-1.8978253,0.039957901000000004,2.4881102999999998,0.78385227,0.39047283,-2.2448248,-0.43559607,-0.12320881,0.13932998,1
18,2,0,5,4,4,5,2,6,3,1,0,1,1,0,3,0.9860484,-0.61792286,-0.86991364,-1.0016956,-0.32659198,-1.3876187,2.1099607000000002,-0.75062808,0.44407583,0.076669621,-1.1153514,-0.45027945,-0.74553386,-1.5716337,-0.33511571,1.7189322,1.2636498999999999,-1.0016956,-0.88545801,1.9524978,-0.28689236,-0.23206856,1.4960036,0.46728937,0.96370474,0.24203755,2.1099607000000002,0.6548748999999999,-0.26336565,-0.14549291,1.262966,1.3643298000000001,1.714879,-1.0016956,0.17902518,3,0,5,3,2,2,1,2,3,5,3,4,4,0,4,0.6548748999999999,-1.0734066999999998,-0.53209776,-1.0734066999999998,-0.63624381,-0.14549291,0.32509864,-1.3876187,-0.70567208,0.1736386,0.40957782,0.39341244,0.1736386,1.4960036,-1.5716337,-0.63624381,0.66260649,-0.86991364,-1.0005819999999999,-0.1354091,0.6548748999999999,0.96370474,-1.4551969999999999,-0.14321489,-1.0016956,-0.27138577,-0.63624381,0.12930036,0.96370474,0.32571798,-1.2420267,-0.86991364,-0.61792286,0.1736386,-0.69328112,1
19,3,4,2,2,6,4,4,2,3,1,2,5,2,0,3,-0.32081045,-0.40968493,-0.7584732,-0.78256389,0.51658501,-1.0537127,1.7101628,0.056472352999999996,-0.27137061,0.66276248,-0.88717918,-1.5183733,0.20268606,-1.2478016,-0.28689352,0.39954795,1.0462249,-0.78256389,-0.11511564,1.7836642,-1.9105653000000002,-0.10861393,1.1993147,-0.059643842,0.84038908,0.06002103,1.7101628,0.58079504,0.26600653,-0.15058897,1.5703236,-0.72865492,1.3544063,-0.78256389,-0.18677372,4,3,0,3,1,0,4,1,0,5,3,5,4,6,1,0.58079504,-0.83308892,-0.19678638,-0.83308892,-0.5832483,-0.15058897,0.28803061,-1.0537127,0.13026766,0.087767977,0.25155973,0.37631441,0.087767977,1.1993147,-1.2478016,-0.5832483,0.55321118,-0.7584732,-0.43293506,-0.16259708,0.58079504,0.84038908,-0.31930817,-0.06897865,-0.78256389,-0.43877022,-0.5832483,-0.19372184,0.84038908,0.14342342,-1.3857412,-0.7584732,-0.40968493,0.087767977,-0.66119234,1
20,6,6,3,1,5,6,1,3,6,2,4,6,2,3,3,0.653943,-1.7951249,1.1816947,-0.49272202,0.37370196,-1.3019876,-0.22304918,-0.78924234,-1.010729,0.17606929,-0.22567857,1.7299006000000001,-0.58733116,-0.36527701,0.34720969,-0.90958413,-0.58287011,-0.49272202,0.21396578,-1.3221825,-0.78797255,-1.5977046,0.11176431,-1.0990745000000002,-1.3119566999999999,0.8263417,-0.22304918,-1.0898697,-0.57408,0.68206122,-0.62172731,-0.27945335,0.54399582,-0.49272202,-0.21594724,1,1,6,3,2,4,1,0,0,2,3,2,3,1,3,-1.0898697,-0.64022054,-0.50828508,-0.64022054,1.4461818000000002,0.68206122,-0.53506903,-1.3019876,-0.43387666,1.0627555,1.5978964,2.1479885,1.0627555,0.11176431,-0.36527701,1.4461818000000002,-0.10344139,1.1816947,1.4344701000000002,1.0928966999999998,-1.0898697,-1.3119566999999999,0.34438066,-0.94617115,-0.49272202,-1.7747131,1.4461818000000002,-1.6483291000000002,-1.3119566999999999,0.88601971,-0.37394768,1.1816947,-1.7951249,1.0627555,-1.7233688999999999,0
21,0,1,5,2,6,5,6,1,0,6,5,5,2,4,2,-0.09170802199999999,-0.18031472,-1.2156559,-0.91917127,1.2922558000000002,-1.1126646999999998,2.2631199,-1.2534535,-0.36271484,0.47002827,-1.1072127,0.83678078,2.1303674999999997,-1.5479059,-0.44029495,0.96355193,1.4718882,-0.91917127,1.2335323999999999,-1.4661803,1.5250708999999998,0.17177421,1.5346017,0.32817404,1.3474643,0.7112565,2.2631199,0.96709023,-0.6239486,-0.32894173,0.70503271,0.25911798,1.6512758,-0.91917127,3.0772792,5,3,1,0,1,1,2,1,3,1,4,2,3,1,1,0.96709023,-0.95587168,-0.35321624,-0.95587168,-1.0400185,-0.32894173,0.47854219,-1.1126646999999998,0.16722736,-0.094117483,0.013704238999999998,1.3981031000000002,-0.094117483,1.5346017,-1.5479059,-1.0400185,2.477361,-1.2156559,-1.5602395,-0.42494269999999995,0.96709023,1.3474643,-0.60169343,0.095682227,-0.91917127,1.0435549000000002,-1.0400185,1.2576733,1.3474643,-1.8121769,1.4412241000000001,-1.2156559,-0.18031472,-0.094117483,0.60529535,1
22,1,6,0,0,1,4,3,2,1,2,2,5,4,4,0,0.62879497,-0.2737173,-0.88564138,-0.76979131,-0.17411336,-0.98281128,1.7915683,0.40126266,-2.327704,-1.0578408000000001,-0.90069798,0.92172276,-0.8052963000000001,-1.2627901000000001,-0.32660429,-0.62479601,1.1335711000000002,-0.76979131,-0.69798043,-0.88982711,-0.54016707,0.021778877000000002,1.2338481000000001,-0.15315394,0.9815134,-0.94498965,1.7915683,0.6937318,0.95342664,-0.21346862,-0.7482350999999999,-0.63913745,1.3582691,-0.76979131,0.82946968,3,0,5,3,3,3,2,1,0,4,2,5,4,6,0,0.6937318,-0.80976212,-0.54324579,-0.80976212,-0.72624179,-0.21346862,0.34358254,-0.98281128,-0.17710973,0.0016023008,0.12638716,0.15469623,0.0016023008,1.2338481000000001,-1.2627901000000001,-0.72624179,0.50402237,-0.88564138,0.046519579000000005,-0.26046905,0.6937318,0.9815134,2.3783768,0.0080702393,-0.76979131,0.41230863,-0.72624179,-0.75734994,0.9815134,-1.6483929,-0.64612226,-0.88564138,-0.2737173,0.0016023008,0.86377014,1
