# id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,y
413,0,2,4,1,4,2,1,5,2,5,1,0
414,1,6,5,2,4,4,6,6,5,2,1,1
415,0,0,2,4,5,6,6,0,1,1,1,0
416,0,0,0,1,2,6,6,3,1,1,5,0
417,1,5,3,1,2,3,6,3,4,2,2,0
418,4,2,2,5,5,4,6,3,6,1,5,0
419,1,2,0,4,2,4,1,0,6,2,4,0
420,1,4,2,4,6,4,6,1,1,4,0,1
421,1,5,2,1,2,4,1,0,1,2,4,0
422,6,6,2,5,6,3,1,5,2,0,4,0
423,2,6,0,4,5,5,3,2,1,2,5,1
424,1,1,5,2,4,4,6,1,1,6,0,1
425,3,1,0,4,5,4,6,2,3,4,2,1
426,4,5,4,1,6,4,1,5,2,5,1,0
427,2,4,0,2,4,4,2,2,0,1,1,1
428,3,4,2,4,5,6,4,1,3,4,0,1
429,4,0,0,6,6,6,2,1,2,5,1,0
430,0,4,5,0,5,6,3,6,0,6,5,1
431,6,6,2,1,4,4,3,0,4,0,4,0
432,3,1,0,3,5,6,3,1,0,4,5,1
433,1,0,4,1,5,4,1,0,2,5,2,0
434,2,6,6,2,1,4,6,2,3,1,1,1
435,1,0,6,2,6,4,6,2,0,6,2,1
436,0,6,0,1,5,2,2,1,1,0,4,0
437,0,5,0,4,5,3,3,1,4,2,5,0
438,0,6,4,6,5,3,3,5,6,2,4,0
439,4,5,3,1,4,6,1,3,6,0,5,0
440,0,0,6,3,1,2,2,6,1,6,1,1
441,4,6,4,1,5,6,6,1,1,5,2,0
442,6,0,4,6,5,4,2,1,6,5,4,0
443,0,6,6,2,4,5,2,2,1,6,0,1
444,1,6,0,2,5,5,2,3,3,2,1,1
445,2,1,2,2,1,2,4,6,3,2,5,1
446,1,6,6,2,1,2,3,3,1,4,5,1
447,1,6,5,3,1,4,6,3,0,2,1,1
448,3,1,6,4,1,6,2,6,0,4,0,1
449,2,0,5,3,6,6,2,3,5,4,5,1
450,2,4,2,0,1,2,2,6,1,4,1,1
451,2,1,2,3,6,2,3,6,5,4,0,1
452,1,4,5,2,1,4,4,6,3,4,2,1
453,1,0,3,4,4,4,2,5,2,5,1,0
454,1,4,0,2,5,2,3,3,1,1,5,1
455,1,0,2,1,5,2,3,1,2,2,5,0
456,6,0,4,4,4,2,3,1,2,5,5,0
457,4,2,3,4,2,4,2,3,1,5,5,0
458,1,4,2,4,5,6,2,6,0,4,0,1
459,0,6,0,6,6,3,2,3,1,2,1,0
460,3,1,0,3,4,2,4,6,0,6,1,1
461,2,6,5,3,5,6,2,3,1,4,5,1
462,0,2,2,6,4,6,2,3,4,1,5,0
463,3,1,5,2,4,4,3,2,5,4,5,1
464,2,6,2,4,4,5,4,1,1,4,0,1
465,3,0,6,0,6,2,6,1,0,1,0,1
466,3,1,5,4,5,4,2,3,0,4,5,1
467,6,0,2,5,6,2,3,1,6,1,5,0
468,4,2,4,4,4,2,2,0,1,2,2,0
469,6,0,2,6,2,6,2,0,1,2,4,0
470,1,0,3,5,5,3,3,3,2,0,4,0
471,1,1,0,2,6,6,4,6,1,6,2,1
472,4,5,2,1,6,2,2,5,4,2,5,0
473,4,6,4,6,2,6,6,1,1,0,5,0
474,2,1,5,3,1,2,3,6,0,1,0,1
475,1,2,2,4,4,2,1,0,1,1,5,0
476,0,6,2,3,1,2,6,6,5,2,5,1
477,1,6,4,6,4,3,2,3,1,2,1,0
478,3,6,5,2,6,5,2,1,1,4,0,1
479,1,0,0,0,5,2,2,6,1,2,2,1
480,3,1,6,3,6,2,2,6,0,4,2,1
481,3,4,0,2,4,5,3,3,5,6,0,1
482,1,1,2,2,4,5,4,6,1,6,1,1
483,0,2,2,1,5,6,1,3,1,1,4,0
484,4,6,4,1,2,4,6,5,4,0,4,0
485,0,1,2,0,4,5,2,3,0,2,5,1
486,1,6,4,1,6,4,6,3,6,5,1,0
487,0,1,2,0,1,6,6,6,5,6,1,1
488,0,4,0,0,1,2,6,2,3,1,5,1
489,3,0,2,4,6,4,6,3,0,4,5,1
490,1,0,2,0,4,2,6,1,0,2,0,1
491,1,0,3,6,2,2,6,3,4,0,4,0
492,4,6,3,4,4,4,1,5,4,2,2,0
493,3,1,2,0,1,4,6,6,3,1,1,1
494,6,0,3,5,4,3,1,3,1,1,5,0
495,1,6,2,5,4,6,6,3,6,2,1,0
496,1,6,3,1,4,4,6,0,2,1,4,0
497,1,4,2,4,5,2,3,6,3,1,0,1
498,0,2,0,1,5,3,3,3,6,5,1,0
499,4,2,4,5,4,3,3,3,1,1,1,0
500,0,6,4,5,4,6,6,0,2,0,1,0
501,2,4,2,3,1,6,4,3,0,2,5,1
502,6,0,3,4,6,4,1,0,2,1,4,0
503,3,4,2,3,5,4,4,2,5,6,5,1
504,2,0,6,3,1,2,3,3,0,6,5,1
505,3,4,5,3,1,5,3,2,3,2,2,1
506,1,2,0,4,2,2,1,3,2,5,5,0
507,0,6,3,5,5,6,6,5,4,0,2,0
508,6,6,4,6,5,3,6,3,1,0,1,0
509,0,0,0,4,4,3,6,3,2,1,2,0
510,0,6,0,6,2,6,2,1,1,2,2,0
511,0,6,3,4,2,2,3,5,2,2,2,0
512,2,4,6,0,4,2,3,1,1,6,2,1
513,6,6,0,6,5,6,2,0,4,0,2,0
514,0,4,2,4,1,5,2,2,5,1,5,1
515,2,0,5,2,4,6,3,1,1,2,2,1
516,3,1,6,2,6,6,6,2,1,4,0,1
517,2,0,6,2,4,5,2,6,1,6,5,1
518,2,4,5,3,5,4,2,3,5,4,2,1
519,0,0,4,5,2,2,2,1,6,5,5,0
520,0,2,0,5,2,4,3,5,1,5,1,0
521,0,6,0,6,4,4,3,3,4,1,1,0
522,1,2,3,5,5,4,1,5,1,2,4,0
523,1,1,0,0,5,2,6,3,0,2,5,1
524,6,6,0,6,6,2,2,0,6,0,5,0
525,0,6,5,0,5,6,3,1,0,4,2,1
526,1,6,0,1,6,4,1,1,6,1,4,0
527,4,6,0,4,6,6,6,0,6,2,4,0
528,4,6,2,5,4,4,1,3,6,1,5,0
529,1,0,2,4,5,4,2,6,0,1,0,1
530,1,2,3,4,5,3,1,0,4,0,4,0
531,0,6,5,2,4,2,4,1,3,1,0,1
532,6,2,0,6,5,6,6,3,4,2,1,0
533,1,6,3,6,5,2,1,0,2,1,4,0
